episode,total_reward,mean_loss,mean_wait,mean_q,epsilon,num_edges,num_lanes,total_lane_length
57,-260.1160,1.308010,10178.10,-18.065,0.7553,6934,8331,262213.34
58,-248.0584,1.392483,8429.71,-19.059,0.7515,6934,8331,262213.34
59,-257.1935,1.339806,8035.40,-20.559,0.7477,6934,8331,262213.34
60,-231.5068,1.352648,9212.66,-19.569,0.7440,6934,8331,262213.34
61,-248.3576,1.385871,10279.82,-17.248,0.7403,6934,8331,262213.34
62,-275.5398,1.298515,10504.51,-17.431,0.7366,6934,8331,262213.34
63,-246.2414,1.286198,8298.68,-19.148,0.7329,6934,8331,262213.34
64,-261.9757,1.367552,8442.70,-19.860,0.7292,6934,8331,262213.34
65,-251.9944,1.316782,7866.77,-19.961,0.7256,6934,8331,262213.34
66,-275.4083,1.350940,8545.70,-19.616,0.7219,6934,8331,262213.34
67,-258.0192,1.383168,7998.43,-20.746,0.7183,6934,8331,262213.34
68,-225.4625,1.302109,10420.74,-16.151,0.7147,6934,8331,262213.34
69,-250.1497,1.343437,8318.76,-20.323,0.7112,6934,8331,262213.34
70,-247.6566,1.256503,8942.46,-19.030,0.7076,6934,8331,262213.34
71,-283.9403,1.286973,9374.94,-18.209,0.7041,6934,8331,262213.34
72,-286.5053,1.448000,8709.67,-18.189,0.7005,6934,8331,262213.34
73,-238.9238,1.357405,9025.01,-17.994,0.6970,6934,8331,262213.34
74,-252.6118,1.250412,10095.62,-17.710,0.6936,6934,8331,262213.34
75,-222.2502,1.305175,8442.39,-19.551,0.6901,6934,8331,262213.34
76,-254.1142,1.379421,10990.57,-16.737,0.6866,6934,8331,262213.34
77,-251.5617,1.217294,8829.53,-19.630,0.6832,6934,8331,262213.34
78,-263.3719,1.325265,8808.61,-18.171,0.6798,6934,8331,262213.34
79,-274.0976,1.347810,8065.77,-21.815,0.6764,6934,8331,262213.34
80,-272.2744,1.389635,9218.45,-20.034,0.6730,6934,8331,262213.34
81,-285.9681,1.275195,8481.45,-20.255,0.6696,6934,8331,262213.34
82,-264.0418,1.256710,8351.37,-20.274,0.6663,6934,8331,262213.34
83,-220.9389,1.314249,8263.98,-19.085,0.6630,6934,8331,262213.34
84,-232.7235,1.329407,10644.57,-17.158,0.6597,6934,8331,262213.34
85,-232.2829,1.236761,8131.49,-18.885,0.6564,6934,8331,262213.34
86,-257.3276,1.349316,9721.80,-18.242,0.6531,6934,8331,262213.34
87,-274.8073,1.322400,7973.84,-20.017,0.6498,6934,8331,262213.34
88,-232.8540,1.392733,9796.96,-16.945,0.6466,6934,8331,262213.34
89,-258.3939,1.371466,8501.06,-19.451,0.6433,6934,8331,262213.34
90,-276.5663,1.399308,7571.84,-20.748,0.6401,6934,8331,262213.34
91,-236.2412,1.363394,8742.96,-18.529,0.6369,6934,8331,262213.34
92,-228.3641,1.364566,8659.97,-20.665,0.6337,6934,8331,262213.34
93,-243.0043,1.374362,8494.77,-19.541,0.6306,6934,8331,262213.34
94,-234.3851,1.356241,8163.90,-19.676,0.6274,6934,8331,262213.34
95,-252.3524,1.289951,7910.38,-20.057,0.6243,6934,8331,262213.34
96,-232.3476,1.286062,7673.73,-19.765,0.6211,6934,8331,262213.34
97,-204.8647,1.342264,11051.90,-17.016,0.6180,6934,8331,262213.34
98,-252.0152,1.377539,8462.77,-19.326,0.6149,6934,8331,262213.34
99,-248.5750,1.393032,9226.42,-19.695,0.6119,6934,8331,262213.34
100,-259.3219,1.422962,8300.52,-20.164,0.6088,6934,8331,262213.34
101,-268.4369,1.391715,9004.40,-19.211,0.6058,6934,8331,262213.34
102,-261.2002,1.400149,9033.19,-18.786,0.6027,6934,8331,262213.34
103,-250.1766,1.455336,9837.38,-18.905,0.5997,6934,8331,262213.34
104,-245.4491,1.324130,8469.24,-20.400,0.5967,6934,8331,262213.34
105,-249.2038,1.403641,7711.30,-20.706,0.5937,6934,8331,262213.34
106,-276.1642,1.432119,8023.19,-20.324,0.5908,6934,8331,262213.34
107,-278.0614,1.474847,8153.12,-20.250,0.5878,6934,8331,262213.34
108,-239.7444,1.316226,7673.86,-20.614,0.5849,6934,8331,262213.34
109,-245.3219,1.461420,8954.28,-19.932,0.5820,6934,8331,262213.34
110,-272.3684,1.387458,8223.18,-20.047,0.5790,6934,8331,262213.34
111,-234.3921,1.430213,9178.15,-20.931,0.5762,6934,8331,262213.34
112,-252.3515,1.299910,8695.78,-19.507,0.5733,6934,8331,262213.34
113,-244.3464,1.389759,9007.97,-19.900,0.5704,6934,8331,262213.34
114,-263.8707,1.390805,8814.98,-20.074,0.5676,6934,8331,262213.34
115,-249.1240,1.432726,8734.53,-18.547,0.5647,6934,8331,262213.34
116,-244.7145,1.339947,9906.18,-17.699,0.5619,6934,8331,262213.34
117,-247.4468,1.346255,9154.10,-18.893,0.5591,6934,8331,262213.34
118,-250.1903,1.410116,8644.41,-18.534,0.5563,6934,8331,262213.34
119,-247.1752,1.382020,7705.34,-20.911,0.5535,6934,8331,262213.34
120,-278.5752,1.346662,9800.39,-19.184,0.5507,6934,8331,262213.34
121,-233.1781,1.434607,9176.46,-19.031,0.5480,6934,8331,262213.34
122,-243.4057,1.445184,8697.72,-18.636,0.5452,6934,8331,262213.34
123,-271.9516,1.548528,8713.73,-19.212,0.5425,6934,8331,262213.34
124,-261.5869,1.483779,9102.07,-20.096,0.5398,6934,8331,262213.34
125,-251.8741,1.421721,7406.31,-21.307,0.5371,6934,8331,262213.34
126,-239.7704,1.411615,10366.99,-19.868,0.5344,6934,8331,262213.34
127,-250.4136,1.440320,8066.65,-19.693,0.5318,6934,8331,262213.34
128,-260.6857,1.411666,8556.86,-19.911,0.5291,6934,8331,262213.34
129,-251.8350,1.446847,7920.87,-20.980,0.5264,6934,8331,262213.34
130,-267.6901,1.409680,9827.45,-18.716,0.5238,6934,8331,262213.34
131,-266.7498,1.429528,7549.40,-20.846,0.5212,6934,8331,262213.34
132,-239.5965,1.438221,9024.53,-19.488,0.5186,6934,8331,262213.34
133,-247.2890,1.461857,8862.31,-19.538,0.5160,6934,8331,262213.34
134,-234.3069,1.444240,10897.82,-18.229,0.5134,6934,8331,262213.34
135,-265.7411,1.408012,8730.69,-20.370,0.5108,6934,8331,262213.34
136,-241.6042,1.553211,9160.50,-18.810,0.5083,6934,8331,262213.34
137,-231.2284,1.488524,8923.30,-18.461,0.5058,6934,8331,262213.34
138,-234.8946,1.350419,9513.69,-17.153,0.5032,6934,8331,262213.34
139,-255.5530,1.516621,8641.06,-19.867,0.5007,6934,8331,262213.34
140,-252.7272,1.482774,7478.82,-20.883,0.4982,6934,8331,262213.34
141,-227.5829,1.479351,8265.95,-18.356,0.4957,6934,8331,262213.34
142,-286.3206,1.387719,9486.28,-20.099,0.4932,6934,8331,262213.34
143,-266.7696,1.540573,8586.93,-20.103,0.4908,6934,8331,262213.34
144,-242.1930,1.406077,9966.54,-17.969,0.4883,6934,8331,262213.34
145,-241.8827,1.440001,8937.55,-19.823,0.4859,6934,8331,262213.34
146,-248.9292,1.466945,9042.05,-20.608,0.4834,6934,8331,262213.34
147,-229.3472,1.516216,10335.35,-16.984,0.4810,6934,8331,262213.34
148,-242.2502,1.401745,7959.09,-19.041,0.4786,6934,8331,262213.34
149,-221.4516,1.502373,8722.70,-18.931,0.4762,6934,8331,262213.34
150,-243.2052,1.388950,9524.66,-17.865,0.4738,6934,8331,262213.34
151,-262.8637,1.448682,8689.25,-21.748,0.4715,6934,8331,262213.34
152,-270.9585,1.471323,10032.93,-15.592,0.4691,6934,8331,262213.34
153,-258.7196,1.468468,7591.00,-20.291,0.4668,6934,8331,262213.34
154,-259.8256,1.471940,7905.02,-20.452,0.4644,6934,8331,262213.34
155,-254.3880,1.407735,8756.40,-19.417,0.4621,6934,8331,262213.34
156,-271.9316,1.486407,9119.89,-18.124,0.4598,6934,8331,262213.34
157,-236.0462,1.410011,8467.19,-19.703,0.4575,6934,8331,262213.34
158,-247.0210,1.489533,7916.00,-21.080,0.4552,6934,8331,262213.34
159,-263.7465,1.385171,7550.77,-20.008,0.4529,6934,8331,262213.34
160,-244.5790,1.508459,7628.08,-21.526,0.4507,6934,8331,262213.34
161,-231.3860,1.336373,9328.34,-17.519,0.4484,6934,8331,262213.34
162,-248.7971,1.424716,9167.16,-19.433,0.4462,6934,8331,262213.34
163,-259.8755,1.525404,9253.04,-17.796,0.4440,6934,8331,262213.34
164,-233.7328,1.452765,10176.54,-16.633,0.4417,6934,8331,262213.34
165,-277.5831,1.534594,7811.34,-21.035,0.4395,6934,8331,262213.34
166,-256.9740,1.585216,8072.93,-20.340,0.4373,6934,8331,262213.34
167,-254.0790,1.446395,10132.88,-19.110,0.4351,6934,8331,262213.34
168,-244.8571,1.464650,7835.81,-19.965,0.4330,6934,8331,262213.34
169,-203.0392,1.433306,10400.83,-17.347,0.4308,6934,8331,262213.34
170,-234.4925,1.525906,8483.63,-19.964,0.4286,6934,8331,262213.34
171,-265.2454,1.552345,9486.73,-17.404,0.4265,6934,8331,262213.34
172,-281.3113,1.469479,7778.72,-20.407,0.4244,6934,8331,262213.34
173,-239.1228,1.418836,8789.98,-18.512,0.4223,6934,8331,262213.34
174,-266.2660,1.552297,7259.20,-20.238,0.4201,6934,8331,262213.34
175,-246.9365,1.520222,8446.48,-19.044,0.4180,6934,8331,262213.34
176,-228.7447,1.521265,8246.85,-19.612,0.4159,6934,8331,262213.34
177,-233.9159,1.525655,10295.42,-15.496,0.4139,6934,8331,262213.34
178,-262.8002,1.474858,8502.31,-20.284,0.4118,6934,8331,262213.34
179,-245.4352,1.601109,9089.94,-19.027,0.4097,6934,8331,262213.34
180,-233.9343,1.503027,7402.90,-21.075,0.4077,6934,8331,262213.34
181,-247.2219,1.627200,8216.62,-21.169,0.4057,6934,8331,262213.34
182,-236.8454,1.521314,10144.89,-18.586,0.4036,6934,8331,262213.34
183,-235.9637,1.544142,9646.13,-19.594,0.4016,6934,8331,262213.34
184,-218.0372,1.574542,9954.13,-18.942,0.3996,6934,8331,262213.34
185,-236.1644,1.507123,8806.72,-18.075,0.3976,6934,8331,262213.34
186,-242.0278,1.524437,7631.42,-20.935,0.3956,6934,8331,262213.34
187,-271.0282,1.449978,9352.38,-20.226,0.3936,6934,8331,262213.34
188,-226.8753,1.591062,8352.56,-19.037,0.3917,6934,8331,262213.34
189,-248.9033,1.513373,8250.25,-19.800,0.3897,6934,8331,262213.34
190,-225.6171,1.499999,8660.40,-20.248,0.3878,6934,8331,262213.34
191,-226.4782,1.520239,8213.21,-21.035,0.3858,6934,8331,262213.34
192,-236.8138,1.487247,8044.98,-21.091,0.3839,6934,8331,262213.34
193,-270.6195,1.567589,9275.08,-19.999,0.3820,6934,8331,262213.34
194,-226.8451,1.544338,8081.21,-20.826,0.3801,6934,8331,262213.34
195,-238.3223,1.513483,7672.59,-21.520,0.3782,6934,8331,262213.34
196,-239.6036,1.545550,10162.56,-19.628,0.3763,6934,8331,262213.34
197,-287.6368,1.527048,8559.14,-19.340,0.3744,6934,8331,262213.34
198,-246.2823,1.606194,10130.93,-19.045,0.3725,6934,8331,262213.34
199,-241.9149,1.579512,8026.43,-19.625,0.3707,6934,8331,262213.34
200,-236.7476,1.623247,8575.83,-18.487,0.3688,6934,8331,262213.34
201,-220.6283,1.500840,8929.39,-21.242,0.3670,6934,8331,262213.34
202,-240.7160,1.640083,8616.59,-20.388,0.3651,6934,8331,262213.34
203,-235.0635,1.508891,9875.46,-18.981,0.3633,6934,8331,262213.34
204,-253.0669,1.514209,7632.03,-20.106,0.3615,6934,8331,262213.34
205,-225.6722,1.563823,8717.42,-19.146,0.3597,6934,8331,262213.34
206,-239.5305,1.545986,7947.22,-19.979,0.3579,6934,8331,262213.34
207,-256.0617,1.514306,10501.57,-18.254,0.3561,6934,8331,262213.34
208,-257.2540,1.485283,8441.48,-18.918,0.3543,6934,8331,262213.34
209,-256.9896,1.550929,8136.58,-19.837,0.3525,6934,8331,262213.34
210,-249.1581,1.616541,8096.87,-19.144,0.3508,6934,8331,262213.34
211,-248.1887,1.555189,8388.34,-19.698,0.3490,6934,8331,262213.34
212,-237.7636,1.578992,9397.49,-20.393,0.3473,6934,8331,262213.34
213,-250.4688,1.539931,7690.34,-20.687,0.3455,6934,8331,262213.34
214,-249.4788,1.563819,9408.21,-18.024,0.3438,6934,8331,262213.34
215,-236.2562,1.560867,8584.61,-20.220,0.3421,6934,8331,262213.34
216,-255.4499,1.595352,8302.10,-19.828,0.3404,6934,8331,262213.34
217,-222.0436,1.548076,8858.62,-20.137,0.3387,6934,8331,262213.34
218,-269.8778,1.583733,8576.22,-18.356,0.3370,6934,8331,262213.34
219,-245.6749,1.510780,8913.22,-19.296,0.3353,6934,8331,262213.34
220,-230.3470,1.643451,8871.09,-19.677,0.3336,6934,8331,262213.34
221,-250.9812,1.506241,10062.84,-20.771,0.3320,6934,8331,262213.34
222,-241.1202,1.540697,8847.69,-18.863,0.3303,6934,8331,262213.34
223,-220.3035,1.671411,8132.03,-20.809,0.3286,6934,8331,262213.34
224,-227.1795,1.658697,8415.61,-19.702,0.3270,6934,8331,262213.34
225,-243.2784,1.562564,8185.03,-19.868,0.3254,6934,8331,262213.34
226,-278.1193,1.611337,9149.64,-19.431,0.3237,6934,8331,262213.34
227,-242.5002,1.571066,8389.12,-21.400,0.3221,6934,8331,262213.34
228,-232.3930,1.562742,9059.03,-20.026,0.3205,6934,8331,262213.34
229,-227.3144,1.598116,9516.72,-17.741,0.3189,6934,8331,262213.34
230,-242.5742,1.615999,8132.06,-20.592,0.3173,6934,8331,262213.34
231,-227.1900,1.524374,8026.55,-20.230,0.3157,6934,8331,262213.34
232,-240.4349,1.598639,8982.40,-20.233,0.3141,6934,8331,262213.34
233,-248.2245,1.552297,8892.23,-18.359,0.3126,6934,8331,262213.34
234,-266.3605,1.532004,8102.03,-21.325,0.3110,6934,8331,262213.34
235,-239.3721,1.555367,7977.83,-22.329,0.3095,6934,8331,262213.34
236,-261.5815,1.549833,8191.42,-20.251,0.3079,6934,8331,262213.34
237,-244.8072,1.614196,9087.54,-19.672,0.3064,6934,8331,262213.34
238,-252.7370,1.500361,7544.85,-19.540,0.3048,6934,8331,262213.34
239,-218.2280,1.588021,8059.40,-18.934,0.3033,6934,8331,262213.34
240,-236.7019,1.588983,9461.37,-17.033,0.3018,6934,8331,262213.34
241,-234.0650,1.523358,9048.56,-18.787,0.3003,6934,8331,262213.34
242,-231.7578,1.529397,7390.57,-21.687,0.2988,6934,8331,262213.34
243,-253.8512,1.659228,9147.73,-22.323,0.2973,6934,8331,262213.34
244,-231.8982,1.561276,9396.96,-17.985,0.2958,6934,8331,262213.34
245,-270.5399,1.539177,7267.40,-24.273,0.2943,6934,8331,262213.34
246,-241.7633,1.561513,8386.53,-20.144,0.2929,6934,8331,262213.34
247,-253.6585,1.499165,9659.01,-21.185,0.2914,6934,8331,262213.34
248,-256.5781,1.501036,8411.59,-20.160,0.2899,6934,8331,262213.34
249,-236.1917,1.536459,8230.49,-20.083,0.2885,6934,8331,262213.34
250,-239.1971,1.558655,7693.78,-21.622,0.2870,6934,8331,262213.34
251,-235.1723,1.510630,8260.65,-19.986,0.2856,6934,8331,262213.34
252,-276.2409,1.574630,8515.26,-19.289,0.2842,6934,8331,262213.34
253,-226.6721,1.576118,9070.03,-19.162,0.2828,6934,8331,262213.34
254,-261.6162,1.616301,8296.04,-20.799,0.2813,6934,8331,262213.34
255,-232.6484,1.536950,9023.86,-20.160,0.2799,6934,8331,262213.34
256,-246.2914,1.572947,8563.51,-20.560,0.2785,6934,8331,262213.34
257,-237.7009,1.510893,8114.38,-19.578,0.2771,6934,8331,262213.34
258,-241.3167,1.521357,9201.45,-18.689,0.2758,6934,8331,262213.34
259,-249.8361,1.631921,8754.89,-20.438,0.2744,6934,8331,262213.34
260,-250.6349,1.555913,8319.04,-19.340,0.2730,6934,8331,262213.34
261,-221.0521,1.545095,10615.49,-17.552,0.2716,6934,8331,262213.34
262,-240.4316,1.587691,7952.45,-19.037,0.2703,6934,8331,262213.34
263,-249.3114,1.583136,9102.91,-20.418,0.2689,6934,8331,262213.34
264,-235.5074,1.539732,11713.86,-17.313,0.2676,6934,8331,262213.34
265,-216.5336,1.574611,11666.85,-18.519,0.2663,6934,8331,262213.34
266,-207.8863,1.534960,10275.51,-16.659,0.2649,6934,8331,262213.34
267,-237.0453,1.562516,9612.10,-18.115,0.2636,6934,8331,262213.34
268,-230.6641,1.615428,8700.52,-19.788,0.2623,6934,8331,262213.34
269,-249.7048,1.531027,7979.03,-19.968,0.2610,6934,8331,262213.34
270,-240.6309,1.640599,7754.61,-19.843,0.2597,6934,8331,262213.34
271,-249.6718,1.606643,8405.30,-18.880,0.2584,6934,8331,262213.34
272,-221.4667,1.596419,8118.43,-19.294,0.2571,6934,8331,262213.34
273,-255.6334,1.583599,8496.53,-18.330,0.2558,6934,8331,262213.34
274,-245.3283,1.536845,8056.18,-20.160,0.2545,6934,8331,262213.34
275,-222.6553,1.555246,8981.42,-18.450,0.2532,6934,8331,262213.34
276,-239.5539,1.562159,9495.04,-20.476,0.2520,6934,8331,262213.34
277,-246.6384,1.572200,8257.94,-19.717,0.2507,6934,8331,262213.34
278,-231.3765,1.479503,9017.52,-17.866,0.2495,6934,8331,262213.34
279,-232.4287,1.521747,8727.64,-19.006,0.2482,6934,8331,262213.34
280,-255.9077,1.544993,9688.76,-18.135,0.2470,6934,8331,262213.34
281,-232.0992,1.593441,11011.58,-18.251,0.2457,6934,8331,262213.34
282,-248.5994,1.480054,8344.81,-19.735,0.2445,6934,8331,262213.34
283,-223.7785,1.579424,8674.61,-17.441,0.2433,6934,8331,262213.34
284,-232.7972,1.602164,10651.56,-20.434,0.2421,6934,8331,262213.34
285,-248.7856,1.565935,8748.16,-17.270,0.2409,6934,8331,262213.34
286,-239.6167,1.472592,9454.82,-18.101,0.2397,6934,8331,262213.34
287,-285.2970,1.528310,8567.77,-19.852,0.2385,6934,8331,262213.34
288,-236.0523,1.567477,8157.82,-17.461,0.2373,6934,8331,262213.34
289,-218.1807,1.528019,8255.46,-19.249,0.2361,6934,8331,262213.34
290,-238.9165,1.536126,7451.78,-21.386,0.2349,6934,8331,262213.34
291,-252.4687,1.633587,10929.59,-18.206,0.2337,6934,8331,262213.34
292,-234.4051,1.558725,8348.10,-19.808,0.2326,6934,8331,262213.34
293,-244.5300,1.551799,9261.81,-18.568,0.2314,6934,8331,262213.34
294,-230.9667,1.519873,8558.87,-19.407,0.2302,6934,8331,262213.34
295,-246.3899,1.538989,7710.31,-21.169,0.2291,6934,8331,262213.34
296,-232.0838,1.514651,8160.30,-19.306,0.2279,6934,8331,262213.34
297,-238.5952,1.550862,9386.05,-18.411,0.2268,6934,8331,262213.34
298,-215.9266,1.512749,8649.59,-19.566,0.2257,6934,8331,262213.34
299,-231.9236,1.562337,8120.87,-20.564,0.2245,6934,8331,262213.34
300,-236.9898,1.572004,7874.30,-20.210,0.2234,6934,8331,262213.34
301,-212.9769,1.572751,9049.18,-19.138,0.2223,6934,8331,262213.34
302,-226.9841,1.544770,8380.73,-19.658,0.2212,6934,8331,262213.34
303,-233.0113,1.545712,8986.68,-19.659,0.2201,6934,8331,262213.34
304,-239.7693,1.596969,8418.82,-20.745,0.2190,6934,8331,262213.34
305,-218.7202,1.619872,8989.51,-18.469,0.2179,6934,8331,262213.34
306,-225.9707,1.484116,7998.96,-19.731,0.2168,6934,8331,262213.34
307,-228.6587,1.523846,8685.14,-19.371,0.2157,6934,8331,262213.34
308,-226.3087,1.538211,8559.88,-19.420,0.2146,6934,8331,262213.34
309,-259.1740,1.513917,7168.05,-20.720,0.2136,6934,8331,262213.34
310,-226.8855,1.483930,8630.13,-19.094,0.2125,6934,8331,262213.34
311,-240.8339,1.543184,8782.11,-16.891,0.2114,6934,8331,262213.34
312,-270.3469,1.593757,10430.69,-18.091,0.2104,6934,8331,262213.34
313,-220.4366,1.546597,9130.08,-17.848,0.2093,6934,8331,262213.34
314,-262.5791,1.582671,8602.60,-19.542,0.2083,6934,8331,262213.34
315,-263.9585,1.552379,9019.70,-21.292,0.2072,6934,8331,262213.34
316,-208.6528,1.559046,9303.09,-18.116,0.2062,6934,8331,262213.34
317,-248.4823,1.570534,8621.02,-20.554,0.2052,6934,8331,262213.34
318,-216.6874,1.548064,8294.91,-18.511,0.2041,6934,8331,262213.34
319,-234.5174,1.543553,9235.07,-18.753,0.2031,6934,8331,262213.34
320,-219.0317,1.439800,6855.76,-21.296,0.2021,6934,8331,262213.34
321,-217.7443,1.578272,8503.54,-17.092,0.2011,6934,8331,262213.34
322,-187.1795,1.528679,9024.77,-18.766,0.2001,6934,8331,262213.34
323,-222.1714,1.584520,8196.16,-19.304,0.1991,6934,8331,262213.34
324,-240.8008,1.517296,8488.06,-20.306,0.1981,6934,8331,262213.34
325,-228.2760,1.521868,8577.91,-17.623,0.1971,6934,8331,262213.34
326,-207.4488,1.550815,10469.07,-16.632,0.1961,6934,8331,262213.34
327,-222.6113,1.503512,8411.75,-18.176,0.1951,6934,8331,262213.34
328,-231.7497,1.562458,8279.85,-20.488,0.1942,6934,8331,262213.34
329,-225.4061,1.550515,9038.64,-18.148,0.1932,6934,8331,262213.34
330,-226.0368,1.475052,8891.88,-18.680,0.1922,6934,8331,262213.34
331,-218.7461,1.523070,10472.99,-17.454,0.1913,6934,8331,262213.34
332,-275.2135,1.539749,8134.41,-20.578,0.1903,6934,8331,262213.34
333,-205.7681,1.497613,9135.83,-18.686,0.1893,6934,8331,262213.34
334,-214.3322,1.519330,8073.73,-18.479,0.1884,6934,8331,262213.34
335,-228.6966,1.482859,9105.79,-19.973,0.1875,6934,8331,262213.34
336,-234.1747,1.557702,8441.14,-17.852,0.1865,6934,8331,262213.34
337,-232.7835,1.527311,8718.05,-18.363,0.1856,6934,8331,262213.34
338,-213.1604,1.517322,7915.55,-19.929,0.1847,6934,8331,262213.34
339,-251.6212,1.528611,9161.27,-20.464,0.1837,6934,8331,262213.34
340,-230.6449,1.529970,8282.38,-18.775,0.1828,6934,8331,262213.34
341,-218.2639,1.601266,7991.02,-19.590,0.1819,6934,8331,262213.34
342,-224.2818,1.586030,8825.74,-18.310,0.1810,6934,8331,262213.34
343,-237.4744,1.590216,8595.30,-19.810,0.1801,6934,8331,262213.34
344,-251.7110,1.533421,8567.18,-20.085,0.1792,6934,8331,262213.34
345,-214.8479,1.536337,8420.07,-19.089,0.1783,6934,8331,262213.34
346,-236.9433,1.508133,8632.77,-18.139,0.1774,6934,8331,262213.34
347,-213.3048,1.558230,9838.59,-15.964,0.1765,6934,8331,262213.34
348,-195.8189,1.487094,9327.42,-18.627,0.1756,6934,8331,262213.34
349,-205.6363,1.541854,9569.22,-17.641,0.1748,6934,8331,262213.34
350,-229.2274,1.527840,8002.36,-21.465,0.1739,6934,8331,262213.34
351,-199.5503,1.578743,10525.52,-17.448,0.1730,6934,8331,262213.34
352,-238.0640,1.490364,10385.35,-16.317,0.1721,6934,8331,262213.34
353,-214.9178,1.561069,8334.07,-19.049,0.1713,6934,8331,262213.34
354,-199.3014,1.488690,8892.07,-18.271,0.1704,6934,8331,262213.34
355,-225.2340,1.528914,8547.76,-18.177,0.1696,6934,8331,262213.34
356,-218.0182,1.524275,8522.11,-17.688,0.1687,6934,8331,262213.34
