episode,total_reward,mean_loss,mean_wait,mean_q,epsilon,num_edges,num_lanes,total_lane_length
792,-3.5300,0.034568,2.79,0.040,0.1000,6934,8331,262213.34
793,-5.4874,0.034295,2.09,0.013,0.1000,6934,8331,262213.34
794,-4.1869,0.034857,2.25,-0.011,0.1000,6934,8331,262213.34
795,-3.2426,0.034666,1.65,0.033,0.1000,6934,8331,262213.34
796,-3.5377,0.034915,1.82,-0.024,0.1000,6934,8331,262213.34
797,-2.8986,0.034869,2.32,0.141,0.1000,6934,8331,262213.34
798,-1.4952,0.034448,1.80,0.040,0.1000,6934,8331,262213.34
799,-2.0786,0.034417,2.75,0.072,0.1000,6934,8331,262213.34
800,-5.1529,0.034779,1.57,0.033,0.1000,6934,8331,262213.34
801,-2.0593,0.034628,1.96,0.028,0.1000,6934,8331,262213.34
802,-2.2723,0.034874,2.08,-0.013,0.1000,6934,8331,262213.34
803,-3.4672,0.034800,1.89,0.022,0.1000,6934,8331,262213.34
804,-3.6615,0.034758,2.11,-0.049,0.1000,6934,8331,262213.34
805,-5.0681,0.034747,1.98,-0.056,0.1000,6934,8331,262213.34
806,-2.5682,0.034633,1.83,0.133,0.1000,6934,8331,262213.34
807,-3.9173,0.034974,2.46,-0.027,0.1000,6934,8331,262213.34
808,-3.5414,0.034683,1.98,-0.022,0.1000,6934,8331,262213.34
809,-4.1861,0.034723,1.96,-0.007,0.1000,6934,8331,262213.34
810,-3.2177,0.034681,1.85,0.074,0.1000,6934,8331,262213.34
811,-3.1939,0.034497,2.35,0.015,0.1000,6934,8331,262213.34
812,-1.7541,0.034733,2.38,0.013,0.1000,6934,8331,262213.34
813,-4.4275,0.034483,2.30,0.033,0.1000,6934,8331,262213.34
814,-1.8054,0.034445,1.90,0.037,0.1000,6934,8331,262213.34
815,-2.5113,0.034497,2.78,0.002,0.1000,6934,8331,262213.34
816,-2.8819,0.034362,1.86,0.027,0.1000,6934,8331,262213.34
817,-0.9952,0.034667,1.96,0.039,0.1000,6934,8331,262213.34
818,-2.0897,0.034666,2.00,0.075,0.1000,6934,8331,262213.34
819,-3.3494,0.034846,2.57,0.004,0.1000,6934,8331,262213.34
820,-2.7287,0.034841,2.44,-0.035,0.1000,6934,8331,262213.34
821,-1.8857,0.034411,2.69,0.010,0.1000,6934,8331,262213.34
822,-3.1447,0.033921,2.61,0.078,0.1000,6934,8331,262213.34
823,-3.9113,0.034990,2.14,0.047,0.1000,6934,8331,262213.34
824,-2.1419,0.034213,1.76,0.050,0.1000,6934,8331,262213.34
825,-1.8648,0.034379,3.08,0.023,0.1000,6934,8331,262213.34
826,-3.1239,0.034329,2.19,-0.017,0.1000,6934,8331,262213.34
827,-3.1505,0.034691,1.84,-0.008,0.1000,6934,8331,262213.34
828,-2.8029,0.035102,2.46,-0.035,0.1000,6934,8331,262213.34
829,-1.4720,0.034236,2.37,-0.013,0.1000,6934,8331,262213.34
830,-5.6213,0.034259,1.77,-0.008,0.1000,6934,8331,262213.34
831,-3.0373,0.034551,2.24,0.019,0.1000,6934,8331,262213.34
832,-2.2710,0.034136,1.88,0.042,0.1000,6934,8331,262213.34
833,-3.0924,0.034557,2.06,-0.005,0.1000,6934,8331,262213.34
834,-3.9922,0.033955,2.45,0.031,0.1000,6934,8331,262213.34
835,-5.1152,0.033998,1.73,0.014,0.1000,6934,8331,262213.34
836,-3.6630,0.034402,2.27,0.033,0.1000,6934,8331,262213.34
837,-4.3945,0.034132,2.14,0.047,0.1000,6934,8331,262213.34
838,-2.6548,0.034118,1.96,0.102,0.1000,6934,8331,262213.34
839,-2.7216,0.034446,1.42,-0.036,0.1000,6934,8331,262213.34
840,-2.4171,0.034546,2.18,0.056,0.1000,6934,8331,262213.34
841,-4.5505,0.034270,2.04,-0.001,0.1000,6934,8331,262213.34
842,-3.7480,0.034298,2.25,-0.002,0.1000,6934,8331,262213.34
843,-2.7174,0.034455,2.81,-0.031,0.1000,6934,8331,262213.34
844,-3.8185,0.034675,2.37,-0.002,0.1000,6934,8331,262213.34
845,-5.9738,0.034209,2.59,-0.029,0.1000,6934,8331,262213.34
846,-4.8215,0.034285,2.16,-0.037,0.1000,6934,8331,262213.34
847,-2.8887,0.034686,2.29,-0.005,0.1000,6934,8331,262213.34
848,-3.2689,0.034354,1.64,-0.008,0.1000,6934,8331,262213.34
849,-3.3696,0.034162,1.49,-0.044,0.1000,6934,8331,262213.34
850,-4.5688,0.033920,2.55,-0.015,0.1000,6934,8331,262213.34
851,-1.9171,0.034443,2.18,0.044,0.1000,6934,8331,262213.34
852,-3.1921,0.033815,1.66,0.041,0.1000,6934,8331,262213.34
853,-2.0400,0.033944,2.25,0.023,0.1000,6934,8331,262213.34
854,-1.4261,0.034147,1.73,0.031,0.1000,6934,8331,262213.34
855,-4.0573,0.034121,2.33,-0.003,0.1000,6934,8331,262213.34
856,-2.7723,0.034089,2.08,0.027,0.1000,6934,8331,262213.34
857,-2.9774,0.034175,2.09,0.076,0.1000,6934,8331,262213.34
858,-4.2439,0.034272,2.09,0.003,0.1000,6934,8331,262213.34
859,-2.6328,0.034166,2.34,0.031,0.1000,6934,8331,262213.34
860,-2.3348,0.034046,1.69,0.000,0.1000,6934,8331,262213.34
861,-3.1419,0.033856,1.81,-0.014,0.1000,6934,8331,262213.34
862,-3.1787,0.033589,2.71,0.049,0.1000,6934,8331,262213.34
863,-3.0796,0.033985,2.81,0.011,0.1000,6934,8331,262213.34
864,-5.9631,0.034125,2.48,0.033,0.1000,6934,8331,262213.34
865,-3.6630,0.033877,2.26,-0.009,0.1000,6934,8331,262213.34
866,-3.7503,0.034097,1.66,0.058,0.1000,6934,8331,262213.34
867,-2.1911,0.034318,2.88,0.027,0.1000,6934,8331,262213.34
868,-3.3415,0.033799,1.85,0.020,0.1000,6934,8331,262213.34
869,-3.4883,0.034123,1.58,0.047,0.1000,6934,8331,262213.34
870,-3.4575,0.034045,1.29,0.007,0.1000,6934,8331,262213.34
871,-3.1793,0.033643,2.05,0.015,0.1000,6934,8331,262213.34
872,-1.8364,0.033603,3.50,0.036,0.1000,6934,8331,262213.34
873,-1.3873,0.034171,2.50,0.090,0.1000,6934,8331,262213.34
874,-4.2005,0.034443,2.08,0.034,0.1000,6934,8331,262213.34
875,-1.6885,0.033633,1.63,0.089,0.1000,6934,8331,262213.34
876,-2.9459,0.033364,1.32,0.032,0.1000,6934,8331,262213.34
877,-5.4820,0.033999,1.94,-0.003,0.1000,6934,8331,262213.34
878,-4.3560,0.034513,2.69,-0.021,0.1000,6934,8331,262213.34
879,-3.1419,0.033872,1.74,0.011,0.1000,6934,8331,262213.34
880,-4.8830,0.033770,1.81,0.047,0.1000,6934,8331,262213.34
881,-4.3265,0.033987,2.35,0.045,0.1000,6934,8331,262213.34
882,-2.1076,0.033249,2.76,0.044,0.1000,6934,8331,262213.34
883,-3.3246,0.033763,1.89,0.006,0.1000,6934,8331,262213.34
884,-4.1667,0.033773,1.35,-0.005,0.1000,6934,8331,262213.34
885,-2.1654,0.033738,1.81,0.015,0.1000,6934,8331,262213.34
886,-3.5192,0.033470,2.39,0.022,0.1000,6934,8331,262213.34
887,-4.2476,0.033516,1.75,0.001,0.1000,6934,8331,262213.34
888,-4.3904,0.033586,1.82,-0.028,0.1000,6934,8331,262213.34
889,-4.0281,0.033767,2.41,0.034,0.1000,6934,8331,262213.34
890,-2.4158,0.033760,1.88,0.045,0.1000,6934,8331,262213.34
891,-1.9952,0.033323,1.78,0.006,0.1000,6934,8331,262213.34
892,-4.9898,0.033652,2.09,0.008,0.1000,6934,8331,262213.34
893,-3.6735,0.033698,1.84,-0.016,0.1000,6934,8331,262213.34
894,-3.5398,0.033664,2.38,0.045,0.1000,6934,8331,262213.34
895,-1.4952,0.033351,1.78,0.048,0.1000,6934,8331,262213.34
896,-3.9708,0.033332,2.19,-0.010,0.1000,6934,8331,262213.34
897,-3.6677,0.033450,1.51,-0.010,0.1000,6934,8331,262213.34
898,-5.1131,0.033357,3.19,0.060,0.1000,6934,8331,262213.34
899,-3.5528,0.033931,1.99,0.010,0.1000,6934,8331,262213.34
900,-3.3185,0.033452,2.39,-0.011,0.1000,6934,8331,262213.34
901,-2.0946,0.033637,2.48,0.012,0.1000,6934,8331,262213.34
902,-1.1880,0.033313,1.73,-0.013,0.1000,6934,8331,262213.34
903,-4.9496,0.033388,1.82,0.014,0.1000,6934,8331,262213.34
904,-1.9177,0.033371,2.04,-0.001,0.1000,6934,8331,262213.34
905,-1.2647,0.033639,2.39,0.034,0.1000,6934,8331,262213.34
906,-2.6531,0.033698,1.90,0.039,0.1000,6934,8331,262213.34
907,-3.2323,0.033653,2.04,0.001,0.1000,6934,8331,262213.34
908,-3.8318,0.033667,1.52,0.016,0.1000,6934,8331,262213.34
909,-2.9419,0.033616,1.98,0.035,0.1000,6934,8331,262213.34
910,-3.6275,0.033270,1.75,0.036,0.1000,6934,8331,262213.34
911,-2.4063,0.033960,1.39,0.061,0.1000,6934,8331,262213.34
912,-3.4060,0.033158,2.35,0.013,0.1000,6934,8331,262213.34
913,-1.7866,0.033424,2.23,0.062,0.1000,6934,8331,262213.34
914,-0.7150,0.033796,2.58,-0.009,0.1000,6934,8331,262213.34
915,-3.1996,0.033535,1.68,-0.009,0.1000,6934,8331,262213.34
916,-2.3693,0.033658,1.69,0.036,0.1000,6934,8331,262213.34
917,-3.0497,0.033654,2.22,-0.023,0.1000,6934,8331,262213.34
918,-4.5274,0.033408,1.97,0.011,0.1000,6934,8331,262213.34
919,-4.5586,0.033075,1.88,0.009,0.1000,6934,8331,262213.34
920,-3.2670,0.033712,3.03,0.053,0.1000,6934,8331,262213.34
921,-2.2642,0.033784,3.12,-0.030,0.1000,6934,8331,262213.34
922,-0.7965,0.032979,2.14,0.051,0.1000,6934,8331,262213.34
923,-2.5588,0.033246,2.22,0.068,0.1000,6934,8331,262213.34
924,-3.4537,0.033020,1.95,-0.031,0.1000,6934,8331,262213.34
925,-2.7453,0.033827,2.48,-0.003,0.1000,6934,8331,262213.34
926,-4.6065,0.033059,2.22,0.048,0.1000,6934,8331,262213.34
927,-2.9586,0.033175,2.39,0.012,0.1000,6934,8331,262213.34
928,-2.9370,0.033262,1.84,-0.027,0.1000,6934,8331,262213.34
929,-2.9234,0.033136,1.41,-0.016,0.1000,6934,8331,262213.34
930,-2.9921,0.033071,1.91,-0.002,0.1000,6934,8331,262213.34
931,-3.2541,0.032957,1.81,0.020,0.1000,6934,8331,262213.34
932,-5.9827,0.033362,2.37,-0.005,0.1000,6934,8331,262213.34
933,-3.0095,0.033142,2.74,0.040,0.1000,6934,8331,262213.34
934,-3.7395,0.033300,1.83,-0.031,0.1000,6934,8331,262213.34
935,-4.3847,0.033913,2.49,0.011,0.1000,6934,8331,262213.34
936,-4.0702,0.033022,1.69,0.018,0.1000,6934,8331,262213.34
937,-3.1723,0.033335,3.02,0.006,0.1000,6934,8331,262213.34
938,-3.5587,0.032975,2.09,-0.013,0.1000,6934,8331,262213.34
939,-3.2660,0.033018,1.68,0.004,0.1000,6934,8331,262213.34
940,-5.3670,0.032967,2.19,0.020,0.1000,6934,8331,262213.34
941,-3.9857,0.033111,2.33,0.031,0.1000,6934,8331,262213.34
942,-5.0626,0.033464,2.45,0.028,0.1000,6934,8331,262213.34
943,-0.9952,0.033299,1.88,0.021,0.1000,6934,8331,262213.34
944,-3.0420,0.032694,2.35,0.067,0.1000,6934,8331,262213.34
945,-3.5208,0.033218,2.31,0.084,0.1000,6934,8331,262213.34
946,-5.8588,0.033037,1.52,-0.012,0.1000,6934,8331,262213.34
947,-1.4354,0.033134,1.87,-0.011,0.1000,6934,8331,262213.34
948,-1.7723,0.033513,2.08,0.011,0.1000,6934,8331,262213.34
949,-5.3094,0.032963,2.84,0.019,0.1000,6934,8331,262213.34
950,-4.7440,0.033130,1.81,0.033,0.1000,6934,8331,262213.34
951,-2.4742,0.033407,1.84,0.029,0.1000,6934,8331,262213.34
952,-4.2015,0.033267,1.58,-0.003,0.1000,6934,8331,262213.34
953,-3.1248,0.032975,1.76,0.006,0.1000,6934,8331,262213.34
954,-2.5527,0.033159,1.51,-0.028,0.1000,6934,8331,262213.34
955,-3.7213,0.033121,2.59,0.001,0.1000,6934,8331,262213.34
956,-2.7439,0.033114,2.19,-0.000,0.1000,6934,8331,262213.34
957,-3.5445,0.032588,1.85,0.015,0.1000,6934,8331,262213.34
958,-2.7580,0.032991,1.89,0.049,0.1000,6934,8331,262213.34
959,-2.2309,0.032570,2.18,-0.005,0.1000,6934,8331,262213.34
960,-2.3404,0.033064,1.95,0.007,0.1000,6934,8331,262213.34
961,-3.1142,0.033034,1.36,0.025,0.1000,6934,8331,262213.34
962,-1.1419,0.033234,1.78,-0.008,0.1000,6934,8331,262213.34
963,-2.7300,0.032842,1.43,-0.035,0.1000,6934,8331,262213.34
964,-3.5673,0.033158,3.46,0.006,0.1000,6934,8331,262213.34
965,-4.5364,0.032734,2.50,0.003,0.1000,6934,8331,262213.34
966,-3.4074,0.033083,2.10,0.005,0.1000,6934,8331,262213.34
967,-3.5042,0.033141,2.58,-0.024,0.1000,6934,8331,262213.34
968,-1.0732,0.033125,2.26,0.052,0.1000,6934,8331,262213.34
969,-3.7501,0.032643,2.08,0.031,0.1000,6934,8331,262213.34
970,-3.4706,0.032714,1.71,-0.001,0.1000,6934,8331,262213.34
971,-4.6662,0.033186,1.98,0.030,0.1000,6934,8331,262213.34
972,-2.5372,0.033365,1.47,-0.010,0.1000,6934,8331,262213.34
973,-2.1823,0.032916,1.95,0.049,0.1000,6934,8331,262213.34
974,-4.4737,0.033002,2.53,0.005,0.1000,6934,8331,262213.34
975,-3.4236,0.032971,1.95,-0.022,0.1000,6934,8331,262213.34
976,-3.6815,0.033043,2.24,-0.030,0.1000,6934,8331,262213.34
977,-2.7645,0.032973,2.14,0.008,0.1000,6934,8331,262213.34
978,-1.7429,0.032453,2.52,0.067,0.1000,6934,8331,262213.34
979,-3.4258,0.033020,2.10,-0.037,0.1000,6934,8331,262213.34
980,-2.6306,0.033522,2.44,0.027,0.1000,6934,8331,262213.34
981,-0.9952,0.032773,1.78,0.067,0.1000,6934,8331,262213.34
982,-1.5965,0.032386,1.45,-0.003,0.1000,6934,8331,262213.34
983,-3.6923,0.032654,1.74,0.020,0.1000,6934,8331,262213.34
984,-4.0057,0.032439,3.17,0.008,0.1000,6934,8331,262213.34
985,-3.8659,0.032857,1.75,-0.021,0.1000,6934,8331,262213.34
986,-3.6253,0.033033,1.46,0.015,0.1000,6934,8331,262213.34
987,-2.8266,0.033046,2.20,-0.007,0.1000,6934,8331,262213.34
988,-2.8422,0.032636,2.61,0.021,0.1000,6934,8331,262213.34
989,-3.0005,0.032625,1.63,0.010,0.1000,6934,8331,262213.34
990,-2.5359,0.032816,2.51,-0.032,0.1000,6934,8331,262213.34
991,-1.8900,0.032433,1.66,-0.006,0.1000,6934,8331,262213.34
992,-3.3638,0.033193,1.68,0.005,0.1000,6934,8331,262213.34
993,-3.7274,0.032642,1.97,-0.020,0.1000,6934,8331,262213.34
994,-2.4484,0.032307,2.32,-0.004,0.1000,6934,8331,262213.34
995,-2.4045,0.032664,2.80,0.002,0.1000,6934,8331,262213.34
996,-3.0702,0.032606,1.55,-0.021,0.1000,6934,8331,262213.34
997,-3.8198,0.032724,2.47,-0.020,0.1000,6934,8331,262213.34
998,-3.9829,0.033170,1.51,-0.021,0.1000,6934,8331,262213.34
999,-3.0306,0.032482,2.95,0.013,0.1000,6934,8331,262213.34
1000,-3.8024,0.032629,1.96,0.006,0.1000,6934,8331,262213.34
