episode,total_reward,mean_loss,mean_wait,mean_q,epsilon,num_edges,num_lanes,total_lane_length
1,-13.7403,0.000000,1.77,0.008,1.0000,6934,8331,262213.34
2,-11.5705,0.000000,1.05,0.006,0.9950,6934,8331,262213.34
3,-9.8577,0.000000,2.36,0.007,0.9900,6934,8331,262213.34
4,-10.4929,0.000000,2.22,0.006,0.9851,6934,8331,262213.34
5,-12.2164,0.000000,1.92,0.007,0.9801,6934,8331,262213.34
6,-11.1714,0.000000,2.22,0.006,0.9752,6934,8331,262213.34
7,-10.8892,0.086439,1.99,-0.010,0.9704,6934,8331,262213.34
8,-11.4898,0.076165,2.53,-0.430,0.9655,6934,8331,262213.34
9,-13.1305,0.056853,1.82,-1.042,0.9607,6934,8331,262213.34
10,-13.8760,0.056234,0.95,-1.479,0.9559,6934,8331,262213.34
11,-13.7015,0.054084,2.02,-1.392,0.9511,6934,8331,262213.34
12,-11.2771,0.052058,1.77,-1.286,0.9464,6934,8331,262213.34
13,-12.9629,0.050057,2.09,-1.156,0.9416,6934,8331,262213.34
14,-11.6675,0.049413,1.41,-1.098,0.9369,6934,8331,262213.34
15,-12.3020,0.047767,2.19,-0.933,0.9322,6934,8331,262213.34
16,-14.3923,0.046865,1.62,-0.919,0.9276,6934,8331,262213.34
17,-13.1947,0.045982,1.59,-0.844,0.9229,6934,8331,262213.34
18,-12.7634,0.047095,1.64,-0.916,0.9183,6934,8331,262213.34
19,-12.8502,0.048331,1.77,-1.034,0.9137,6934,8331,262213.34
20,-10.8078,0.048237,1.39,-1.087,0.9092,6934,8331,262213.34
21,-12.3299,0.047315,2.27,-1.092,0.9046,6934,8331,262213.34
22,-13.4913,0.047558,1.50,-1.115,0.9001,6934,8331,262213.34
23,-11.3087,0.047197,1.91,-1.083,0.8956,6934,8331,262213.34
24,-11.7128,0.044938,1.45,-0.947,0.8911,6934,8331,262213.34
25,-13.0838,0.043293,1.54,-0.854,0.8867,6934,8331,262213.34
26,-12.8759,0.043475,1.60,-0.877,0.8822,6934,8331,262213.34
27,-12.6474,0.043449,2.30,-0.831,0.8778,6934,8331,262213.34
28,-11.5278,0.042356,2.34,-0.707,0.8734,6934,8331,262213.34
29,-12.4748,0.042476,1.71,-0.718,0.8691,6934,8331,262213.34
30,-11.3094,0.042038,1.96,-0.748,0.8647,6934,8331,262213.34
31,-13.0097,0.041211,1.32,-0.723,0.8604,6934,8331,262213.34
32,-11.3138,0.040925,2.05,-0.661,0.8561,6934,8331,262213.34
33,-11.8859,0.040588,1.94,-0.698,0.8518,6934,8331,262213.34
34,-13.2844,0.039940,1.48,-0.557,0.8475,6934,8331,262213.34
35,-11.0820,0.038980,2.17,-0.453,0.8433,6934,8331,262213.34
36,-11.2156,0.038592,1.99,-0.378,0.8391,6934,8331,262213.34
37,-11.1411,0.038032,1.67,-0.231,0.8349,6934,8331,262213.34
38,-12.2243,0.037711,1.46,-0.111,0.8307,6934,8331,262213.34
39,-10.4743,0.038110,2.30,-0.018,0.8266,6934,8331,262213.34
40,-10.7942,0.038057,1.84,0.066,0.8224,6934,8331,262213.34
41,-11.7403,0.037899,1.61,0.218,0.8183,6934,8331,262213.34
42,-11.9148,0.038182,1.79,0.367,0.8142,6934,8331,262213.34
43,-12.1529,0.038902,1.31,0.558,0.8102,6934,8331,262213.34
44,-9.8905,0.040760,1.64,0.778,0.8061,6934,8331,262213.34
45,-8.7128,0.042363,2.01,0.983,0.8021,6934,8331,262213.34
46,-11.6506,0.044837,1.61,1.187,0.7981,6934,8331,262213.34
47,-11.6675,0.045203,1.81,1.226,0.7941,6934,8331,262213.34
48,-11.2179,0.046148,2.09,1.303,0.7901,6934,8331,262213.34
49,-9.9268,0.044551,1.87,1.244,0.7862,6934,8331,262213.34
50,-10.9730,0.045749,2.68,1.315,0.7822,6934,8331,262213.34
51,-12.6366,0.046904,2.29,1.361,0.7783,6934,8331,262213.34
52,-12.2183,0.045496,2.55,1.297,0.7744,6934,8331,262213.34
53,-12.1140,0.045721,2.06,1.298,0.7705,6934,8331,262213.34
54,-10.5299,0.044286,1.95,1.219,0.7667,6934,8331,262213.34
55,-10.9675,0.042624,2.36,1.090,0.7629,6934,8331,262213.34
56,-10.5820,0.038500,1.73,0.338,0.7590,6934,8331,262213.34
57,-10.1380,0.039153,1.57,-0.486,0.7553,6934,8331,262213.34
58,-9.4309,0.040309,1.92,-0.625,0.7515,6934,8331,262213.34
59,-9.4792,0.039266,2.09,-0.602,0.7477,6934,8331,262213.34
60,-8.8612,0.038068,2.18,-0.413,0.7440,6934,8331,262213.34
61,-8.3263,0.037687,2.69,-0.357,0.7403,6934,8331,262213.34
62,-10.6451,0.037577,2.55,-0.413,0.7366,6934,8331,262213.34
63,-12.1378,0.037476,2.12,-0.358,0.7329,6934,8331,262213.34
64,-12.9028,0.037722,1.92,-0.260,0.7292,6934,8331,262213.34
65,-10.1846,0.037152,2.41,-0.221,0.7256,6934,8331,262213.34
66,-10.7393,0.037471,2.39,-0.269,0.7219,6934,8331,262213.34
67,-9.5595,0.037612,2.11,-0.187,0.7183,6934,8331,262213.34
68,-12.4831,0.037242,1.71,-0.158,0.7147,6934,8331,262213.34
69,-11.2887,0.037127,1.74,-0.022,0.7112,6934,8331,262213.34
70,-10.9900,0.037068,2.73,0.042,0.7076,6934,8331,262213.34
71,-11.2296,0.037281,2.44,0.161,0.7041,6934,8331,262213.34
72,-14.0931,0.037067,1.49,0.183,0.7005,6934,8331,262213.34
73,-9.3727,0.037478,2.08,0.138,0.6970,6934,8331,262213.34
74,-10.4243,0.037405,1.25,0.277,0.6936,6934,8331,262213.34
75,-10.3083,0.037104,1.53,0.282,0.6901,6934,8331,262213.34
76,-12.0353,0.037386,2.61,0.389,0.6866,6934,8331,262213.34
77,-9.4866,0.038213,1.97,0.434,0.6832,6934,8331,262213.34
78,-10.0985,0.038253,2.01,0.503,0.6798,6934,8331,262213.34
79,-8.6033,0.039160,2.05,0.598,0.6764,6934,8331,262213.34
80,-9.7276,0.040418,2.31,0.724,0.6730,6934,8331,262213.34
81,-9.0181,0.044501,1.88,1.043,0.6696,6934,8331,262213.34
82,-9.9302,0.048761,2.32,1.396,0.6663,6934,8331,262213.34
83,-9.9086,0.055824,1.91,1.777,0.6630,6934,8331,262213.34
84,-9.3287,0.070415,1.70,2.342,0.6597,6934,8331,262213.34
85,-10.4472,0.096258,2.42,3.051,0.6564,6934,8331,262213.34
86,-9.5722,0.101861,2.56,3.164,0.6531,6934,8331,262213.34
87,-9.1680,0.097314,1.49,3.248,0.6498,6934,8331,262213.34
88,-10.9791,0.100792,1.73,3.311,0.6466,6934,8331,262213.34
89,-9.9951,0.095278,1.64,3.151,0.6433,6934,8331,262213.34
90,-9.2757,0.071677,2.12,2.403,0.6401,6934,8331,262213.34
91,-8.8940,0.070222,1.60,2.388,0.6369,6934,8331,262213.34
92,-10.9425,0.068763,1.87,2.219,0.6337,6934,8331,262213.34
93,-11.2252,0.064346,1.49,2.100,0.6306,6934,8331,262213.34
94,-11.6358,0.057263,2.89,1.779,0.6274,6934,8331,262213.34
95,-11.3158,0.055664,1.57,1.759,0.6243,6934,8331,262213.34
96,-10.7383,0.053937,2.72,1.734,0.6211,6934,8331,262213.34
97,-10.2592,0.049666,2.76,1.469,0.6180,6934,8331,262213.34
98,-10.6510,0.049628,1.22,1.394,0.6149,6934,8331,262213.34
99,-9.9561,0.049736,1.21,1.484,0.6119,6934,8331,262213.34
100,-10.4037,0.050733,1.79,1.502,0.6088,6934,8331,262213.34
101,-8.6039,0.050857,2.40,1.498,0.6058,6934,8331,262213.34
102,-9.9581,0.049671,2.33,1.485,0.6027,6934,8331,262213.34
103,-9.5797,0.047685,2.46,1.268,0.5997,6934,8331,262213.34
104,-8.4225,0.052530,1.19,1.658,0.5967,6934,8331,262213.34
105,-10.4525,0.056132,1.89,1.798,0.5937,6934,8331,262213.34
106,-9.8346,0.059883,1.68,1.896,0.5908,6934,8331,262213.34
107,-9.6256,0.059590,2.08,1.980,0.5878,6934,8331,262213.34
108,-8.7743,0.060780,2.27,2.074,0.5849,6934,8331,262213.34
109,-8.9543,0.063551,2.58,2.195,0.5820,6934,8331,262213.34
110,-9.7575,0.061124,2.56,1.948,0.5790,6934,8331,262213.34
111,-9.5530,0.062540,2.71,2.029,0.5762,6934,8331,262213.34
112,-10.6590,0.066018,2.67,2.244,0.5733,6934,8331,262213.34
113,-11.4502,0.068720,1.92,2.229,0.5704,6934,8331,262213.34
114,-9.5206,0.059211,3.00,1.927,0.5676,6934,8331,262213.34
115,-10.6122,0.061630,2.99,2.097,0.5647,6934,8331,262213.34
116,-10.1377,0.062210,1.70,1.970,0.5619,6934,8331,262213.34
117,-10.6883,0.069519,2.34,2.321,0.5591,6934,8331,262213.34
118,-7.6969,0.070098,2.12,2.496,0.5563,6934,8331,262213.34
119,-10.3785,0.073828,2.68,2.463,0.5535,6934,8331,262213.34
120,-10.2555,0.076037,1.56,2.556,0.5507,6934,8331,262213.34
121,-10.2595,0.076182,1.94,2.538,0.5480,6934,8331,262213.34
122,-9.5441,0.078990,1.89,2.670,0.5452,6934,8331,262213.34
123,-7.3111,0.087311,1.46,2.871,0.5425,6934,8331,262213.34
124,-7.8352,0.090564,1.96,3.024,0.5398,6934,8331,262213.34
125,-11.9574,0.102479,1.70,3.242,0.5371,6934,8331,262213.34
126,-12.1710,0.097292,1.95,3.223,0.5344,6934,8331,262213.34
127,-8.3745,0.097784,1.82,3.293,0.5318,6934,8331,262213.34
128,-10.5338,0.110274,2.10,3.521,0.5291,6934,8331,262213.34
129,-9.8862,0.114218,1.99,3.560,0.5264,6934,8331,262213.34
130,-11.5160,0.126969,1.70,3.870,0.5238,6934,8331,262213.34
131,-9.3826,0.117727,2.43,3.782,0.5212,6934,8331,262213.34
132,-5.9792,0.136984,3.18,4.325,0.5186,6934,8331,262213.34
133,-8.4743,0.150158,2.44,4.313,0.5160,6934,8331,262213.34
134,-10.2424,0.145295,2.45,4.106,0.5134,6934,8331,262213.34
135,-8.0714,0.138667,1.62,4.127,0.5108,6934,8331,262213.34
136,-10.1844,0.149418,1.51,4.420,0.5083,6934,8331,262213.34
137,-6.6718,0.187306,1.76,5.200,0.5058,6934,8331,262213.34
138,-9.9081,0.160101,1.95,4.572,0.5032,6934,8331,262213.34
139,-9.1317,0.155327,3.19,4.492,0.5007,6934,8331,262213.34
140,-9.7035,0.141293,1.69,4.189,0.4982,6934,8331,262213.34
141,-7.5951,0.146719,1.78,4.408,0.4957,6934,8331,262213.34
142,-8.3794,0.145837,2.23,4.440,0.4932,6934,8331,262213.34
143,-8.1150,0.137377,2.30,4.141,0.4908,6934,8331,262213.34
144,-9.0882,0.130637,2.43,3.811,0.4883,6934,8331,262213.34
145,-9.1136,0.119600,1.31,3.785,0.4859,6934,8331,262213.34
146,-9.5282,0.132405,1.57,4.064,0.4834,6934,8331,262213.34
147,-7.4984,0.123246,2.97,3.838,0.4810,6934,8331,262213.34
148,-9.6603,0.107910,1.44,3.471,0.4786,6934,8331,262213.34
149,-7.8180,0.105032,1.93,3.514,0.4762,6934,8331,262213.34
150,-10.4520,0.097348,1.77,3.173,0.4738,6934,8331,262213.34
151,-7.9022,0.097338,1.66,3.243,0.4715,6934,8331,262213.34
152,-9.1804,0.090676,2.28,2.997,0.4691,6934,8331,262213.34
153,-9.9696,0.090205,1.59,2.998,0.4668,6934,8331,262213.34
154,-8.5596,0.090177,1.31,2.964,0.4644,6934,8331,262213.34
155,-6.7273,0.091420,3.42,3.198,0.4621,6934,8331,262213.34
156,-7.0779,0.087688,1.72,3.030,0.4598,6934,8331,262213.34
157,-10.0628,0.084696,3.04,2.887,0.4575,6934,8331,262213.34
158,-11.1161,0.083263,2.01,2.758,0.4552,6934,8331,262213.34
159,-8.0796,0.081542,2.14,2.668,0.4529,6934,8331,262213.34
160,-7.8462,0.082818,2.56,2.770,0.4507,6934,8331,262213.34
161,-9.8411,0.077983,1.68,2.531,0.4484,6934,8331,262213.34
162,-7.2787,0.073955,1.48,2.528,0.4462,6934,8331,262213.34
163,-8.2627,0.071582,1.34,2.370,0.4440,6934,8331,262213.34
164,-9.9536,0.065846,2.02,2.218,0.4417,6934,8331,262213.34
165,-9.1133,0.070517,2.04,2.370,0.4395,6934,8331,262213.34
166,-7.2978,0.071707,1.36,2.531,0.4373,6934,8331,262213.34
167,-7.5692,0.060935,2.78,2.050,0.4351,6934,8331,262213.34
168,-7.4724,0.062970,2.99,2.119,0.4330,6934,8331,262213.34
169,-7.8952,0.067415,2.11,2.279,0.4308,6934,8331,262213.34
170,-7.5547,0.058716,1.53,1.956,0.4286,6934,8331,262213.34
171,-7.3841,0.064280,2.19,2.200,0.4265,6934,8331,262213.34
172,-7.3945,0.067072,2.20,2.270,0.4244,6934,8331,262213.34
173,-8.9090,0.060557,1.84,2.073,0.4223,6934,8331,262213.34
174,-9.5422,0.063674,2.55,2.116,0.4201,6934,8331,262213.34
175,-9.7865,0.059142,2.42,2.004,0.4180,6934,8331,262213.34
176,-10.1359,0.058269,2.09,1.870,0.4159,6934,8331,262213.34
177,-8.3730,0.059965,2.08,1.983,0.4139,6934,8331,262213.34
178,-8.4052,0.058648,1.50,1.993,0.4118,6934,8331,262213.34
179,-9.3920,0.055866,3.08,1.826,0.4097,6934,8331,262213.34
180,-6.6662,0.061212,2.87,2.086,0.4077,6934,8331,262213.34
181,-9.7896,0.062895,2.80,2.113,0.4057,6934,8331,262213.34
182,-6.2168,0.066758,1.99,2.335,0.4036,6934,8331,262213.34
183,-6.3604,0.059811,1.86,2.173,0.4016,6934,8331,262213.34
184,-7.7901,0.055181,1.51,1.720,0.3996,6934,8331,262213.34
185,-8.6847,0.051764,2.34,1.525,0.3976,6934,8331,262213.34
186,-7.4150,0.054389,2.17,1.801,0.3956,6934,8331,262213.34
187,-9.3666,0.054344,2.03,1.720,0.3936,6934,8331,262213.34
188,-9.4738,0.055842,1.91,1.755,0.3917,6934,8331,262213.34
189,-7.4099,0.063632,2.43,2.153,0.3897,6934,8331,262213.34
190,-5.8956,0.080338,2.03,2.617,0.3878,6934,8331,262213.34
191,-7.5403,0.056862,2.71,1.759,0.3858,6934,8331,262213.34
192,-10.0581,0.061023,1.91,1.901,0.3839,6934,8331,262213.34
193,-8.8160,0.070872,2.01,2.251,0.3820,6934,8331,262213.34
194,-10.8175,0.069268,2.36,2.323,0.3801,6934,8331,262213.34
195,-8.0007,0.062545,2.29,2.060,0.3782,6934,8331,262213.34
196,-8.5035,0.059150,2.45,1.900,0.3763,6934,8331,262213.34
197,-6.3005,0.058308,2.11,1.992,0.3744,6934,8331,262213.34
198,-8.4205,0.077392,2.79,2.538,0.3725,6934,8331,262213.34
199,-6.9456,0.065171,2.27,2.401,0.3707,6934,8331,262213.34
200,-10.5162,0.067217,2.78,2.275,0.3688,6934,8331,262213.34
201,-7.1403,0.072210,2.97,2.512,0.3670,6934,8331,262213.34
202,-7.7118,0.068217,2.35,2.371,0.3651,6934,8331,262213.34
203,-7.3804,0.073680,1.46,2.596,0.3633,6934,8331,262213.34
204,-9.9112,0.087721,1.87,2.878,0.3615,6934,8331,262213.34
205,-8.2686,0.073990,2.48,2.528,0.3597,6934,8331,262213.34
206,-9.3041,0.075490,2.35,2.417,0.3579,6934,8331,262213.34
207,-6.8739,0.068257,2.43,2.305,0.3561,6934,8331,262213.34
208,-8.0312,0.071154,2.10,2.295,0.3543,6934,8331,262213.34
209,-5.1607,0.067637,1.73,2.521,0.3525,6934,8331,262213.34
210,-6.7734,0.069324,2.17,2.465,0.3508,6934,8331,262213.34
211,-7.8266,0.058712,2.20,1.932,0.3490,6934,8331,262213.34
212,-6.5129,0.056215,2.45,1.828,0.3473,6934,8331,262213.34
213,-4.8392,0.059025,1.74,2.084,0.3455,6934,8331,262213.34
214,-6.7293,0.054387,1.65,1.854,0.3438,6934,8331,262213.34
215,-5.5007,0.068380,1.99,2.608,0.3421,6934,8331,262213.34
216,-9.8835,0.067333,1.75,2.171,0.3404,6934,8331,262213.34
217,-6.0191,0.067499,2.55,2.382,0.3387,6934,8331,262213.34
218,-6.8495,0.059088,1.70,1.930,0.3370,6934,8331,262213.34
219,-7.4389,0.059306,2.36,2.102,0.3353,6934,8331,262213.34
220,-5.4415,0.063459,2.07,2.230,0.3336,6934,8331,262213.34
221,-7.3051,0.058466,1.86,2.082,0.3320,6934,8331,262213.34
222,-7.9537,0.057769,1.66,2.024,0.3303,6934,8331,262213.34
223,-7.9953,0.065322,1.75,2.183,0.3286,6934,8331,262213.34
224,-8.3932,0.065264,1.78,2.166,0.3270,6934,8331,262213.34
225,-4.7991,0.052613,1.73,1.710,0.3254,6934,8331,262213.34
226,-7.4605,0.060353,2.18,1.924,0.3237,6934,8331,262213.34
227,-4.7393,0.052744,1.79,1.984,0.3221,6934,8331,262213.34
228,-8.8464,0.061816,2.41,2.140,0.3205,6934,8331,262213.34
229,-9.1982,0.059179,2.97,1.925,0.3189,6934,8331,262213.34
230,-5.8839,0.056725,2.18,1.950,0.3173,6934,8331,262213.34
231,-5.1425,0.053671,1.38,2.199,0.3157,6934,8331,262213.34
232,-7.7181,0.057957,2.74,2.024,0.3141,6934,8331,262213.34
233,-8.2826,0.049083,1.84,1.360,0.3126,6934,8331,262213.34
234,-6.7257,0.050626,2.14,1.682,0.3110,6934,8331,262213.34
235,-6.9861,0.064720,2.55,2.312,0.3095,6934,8331,262213.34
236,-4.0578,0.049498,1.92,1.896,0.3079,6934,8331,262213.34
237,-6.5156,0.056234,2.15,1.742,0.3064,6934,8331,262213.34
238,-6.5487,0.052477,2.58,1.742,0.3048,6934,8331,262213.34
239,-6.3981,0.051540,1.76,1.577,0.3033,6934,8331,262213.34
240,-7.3783,0.050897,1.77,1.504,0.3018,6934,8331,262213.34
241,-6.9559,0.046417,2.05,1.271,0.3003,6934,8331,262213.34
242,-5.2414,0.043450,1.99,1.202,0.2988,6934,8331,262213.34
243,-6.5647,0.047678,1.18,1.322,0.2973,6934,8331,262213.34
244,-7.8791,0.046678,1.71,1.260,0.2958,6934,8331,262213.34
245,-8.1352,0.045661,1.46,1.220,0.2943,6934,8331,262213.34
246,-5.8575,0.044773,2.17,1.160,0.2929,6934,8331,262213.34
247,-4.2311,0.044221,2.78,1.193,0.2914,6934,8331,262213.34
248,-7.3291,0.047601,1.96,1.383,0.2899,6934,8331,262213.34
249,-7.3755,0.045675,2.24,1.208,0.2885,6934,8331,262213.34
250,-8.0718,0.043419,2.08,1.068,0.2870,6934,8331,262213.34
251,-7.2557,0.049229,1.67,1.338,0.2856,6934,8331,262213.34
252,-7.6202,0.042997,1.37,1.027,0.2842,6934,8331,262213.34
253,-6.6458,0.043486,1.70,1.062,0.2828,6934,8331,262213.34
254,-3.6183,0.043306,1.24,1.178,0.2813,6934,8331,262213.34
255,-6.5730,0.040225,2.51,0.724,0.2799,6934,8331,262213.34
256,-4.6510,0.040350,2.48,0.850,0.2785,6934,8331,262213.34
257,-6.5524,0.039547,2.05,0.618,0.2771,6934,8331,262213.34
258,-6.1725,0.039793,1.89,0.732,0.2758,6934,8331,262213.34
259,-4.1562,0.042957,1.92,1.013,0.2744,6934,8331,262213.34
260,-7.1122,0.043712,1.97,1.074,0.2730,6934,8331,262213.34
261,-7.8275,0.045162,2.89,1.204,0.2716,6934,8331,262213.34
262,-5.5334,0.045864,2.26,1.420,0.2703,6934,8331,262213.34
263,-7.5634,0.049402,2.75,1.421,0.2689,6934,8331,262213.34
264,-7.1383,0.044923,1.70,1.234,0.2676,6934,8331,262213.34
265,-5.7750,0.046977,1.64,1.435,0.2663,6934,8331,262213.34
266,-5.4931,0.043913,1.84,1.368,0.2649,6934,8331,262213.34
267,-7.0160,0.047251,1.59,1.187,0.2636,6934,8331,262213.34
268,-6.3151,0.039154,2.12,0.613,0.2623,6934,8331,262213.34
269,-7.4746,0.037995,1.68,0.469,0.2610,6934,8331,262213.34
270,-5.9684,0.039496,2.58,0.727,0.2597,6934,8331,262213.34
271,-5.7742,0.038550,1.72,0.583,0.2584,6934,8331,262213.34
272,-6.8570,0.037809,1.93,0.458,0.2571,6934,8331,262213.34
273,-7.1558,0.037787,2.64,0.420,0.2558,6934,8331,262213.34
274,-6.3123,0.037585,2.22,0.423,0.2545,6934,8331,262213.34
275,-6.9537,0.038046,1.32,0.317,0.2532,6934,8331,262213.34
276,-5.3383,0.037655,1.80,0.390,0.2520,6934,8331,262213.34
277,-6.1322,0.037646,1.45,0.426,0.2507,6934,8331,262213.34
278,-6.0131,0.038809,1.91,0.648,0.2495,6934,8331,262213.34
279,-5.9885,0.037939,1.69,0.484,0.2482,6934,8331,262213.34
280,-8.8768,0.038595,3.20,0.477,0.2470,6934,8331,262213.34
281,-6.1539,0.037426,2.44,0.385,0.2457,6934,8331,262213.34
282,-4.4661,0.037791,1.94,0.481,0.2445,6934,8331,262213.34
283,-5.1175,0.037962,2.18,0.471,0.2433,6934,8331,262213.34
284,-6.7940,0.040302,2.00,0.734,0.2421,6934,8331,262213.34
285,-7.5210,0.038281,1.38,0.492,0.2409,6934,8331,262213.34
286,-6.9036,0.038657,2.69,0.596,0.2397,6934,8331,262213.34
287,-6.9934,0.038023,2.25,0.534,0.2385,6934,8331,262213.34
288,-6.0347,0.039504,2.23,0.697,0.2373,6934,8331,262213.34
289,-6.4669,0.037388,1.91,0.335,0.2361,6934,8331,262213.34
290,-6.1815,0.037595,1.59,0.358,0.2349,6934,8331,262213.34
291,-7.1576,0.037718,3.25,0.111,0.2337,6934,8331,262213.34
292,-4.7727,0.037076,1.88,0.253,0.2326,6934,8331,262213.34
293,-5.6227,0.037456,2.53,0.465,0.2314,6934,8331,262213.34
294,-5.2848,0.037477,2.35,0.335,0.2302,6934,8331,262213.34
295,-5.5340,0.037255,1.88,0.016,0.2291,6934,8331,262213.34
296,-4.7656,0.036988,2.11,0.073,0.2279,6934,8331,262213.34
297,-4.8502,0.037614,1.89,0.085,0.2268,6934,8331,262213.34
298,-7.1397,0.037857,2.92,0.403,0.2257,6934,8331,262213.34
299,-5.3645,0.037872,1.86,0.432,0.2245,6934,8331,262213.34
300,-5.6119,0.037979,2.26,0.098,0.2234,6934,8331,262213.34
301,-6.7746,0.037345,2.81,0.173,0.2223,6934,8331,262213.34
302,-3.8239,0.037055,1.79,0.143,0.2212,6934,8331,262213.34
303,-5.1103,0.037033,2.18,0.024,0.2201,6934,8331,262213.34
304,-3.2736,0.036944,1.77,0.189,0.2190,6934,8331,262213.34
305,-7.9712,0.036762,2.79,0.146,0.2179,6934,8331,262213.34
306,-5.0438,0.038234,1.55,-0.143,0.2168,6934,8331,262213.34
307,-6.3145,0.038786,2.44,0.365,0.2157,6934,8331,262213.34
308,-4.1477,0.037882,2.53,0.417,0.2146,6934,8331,262213.34
309,-5.0862,0.038024,2.14,0.518,0.2136,6934,8331,262213.34
310,-5.3495,0.037704,2.32,0.310,0.2125,6934,8331,262213.34
311,-6.1691,0.038874,1.65,-0.305,0.2114,6934,8331,262213.34
312,-6.0610,0.036974,1.94,0.183,0.2104,6934,8331,262213.34
313,-5.7021,0.037407,2.72,0.317,0.2093,6934,8331,262213.34
314,-5.3185,0.037919,1.23,0.299,0.2083,6934,8331,262213.34
315,-6.4422,0.038520,2.55,-0.260,0.2072,6934,8331,262213.34
316,-7.9150,0.037667,2.21,0.201,0.2062,6934,8331,262213.34
317,-5.7778,0.040820,2.09,0.638,0.2052,6934,8331,262213.34
318,-7.4982,0.039036,1.25,0.191,0.2041,6934,8331,262213.34
319,-6.3228,0.037337,2.28,0.203,0.2031,6934,8331,262213.34
320,-7.0622,0.038711,2.15,0.580,0.2021,6934,8331,262213.34
321,-4.8178,0.039258,3.44,0.712,0.2011,6934,8331,262213.34
322,-4.8379,0.039244,2.55,0.562,0.2001,6934,8331,262213.34
323,-4.7461,0.037388,3.10,0.057,0.1991,6934,8331,262213.34
324,-3.9668,0.041089,2.01,0.873,0.1981,6934,8331,262213.34
325,-5.7380,0.037605,2.13,0.225,0.1971,6934,8331,262213.34
326,-4.2408,0.037454,2.79,0.149,0.1961,6934,8331,262213.34
327,-5.2914,0.038738,2.09,0.587,0.1951,6934,8331,262213.34
328,-5.5495,0.037482,1.64,0.099,0.1942,6934,8331,262213.34
329,-5.4628,0.037565,2.56,0.211,0.1932,6934,8331,262213.34
330,-4.7619,0.037468,2.23,0.213,0.1922,6934,8331,262213.34
331,-6.2083,0.037066,2.03,0.147,0.1913,6934,8331,262213.34
332,-5.0690,0.038279,2.10,0.523,0.1903,6934,8331,262213.34
333,-4.7796,0.037557,2.94,0.106,0.1893,6934,8331,262213.34
334,-5.8106,0.037518,2.36,0.105,0.1884,6934,8331,262213.34
335,-4.2766,0.037099,3.00,0.289,0.1875,6934,8331,262213.34
336,-3.4063,0.038835,1.47,0.500,0.1865,6934,8331,262213.34
337,-6.5514,0.037369,2.64,0.080,0.1856,6934,8331,262213.34
338,-4.5453,0.037630,1.95,0.244,0.1847,6934,8331,262213.34
339,-5.2049,0.038087,2.21,0.404,0.1837,6934,8331,262213.34
340,-6.0945,0.038313,2.39,0.482,0.1828,6934,8331,262213.34
341,-4.2032,0.037650,2.39,0.268,0.1819,6934,8331,262213.34
342,-6.0229,0.037644,2.31,0.231,0.1810,6934,8331,262213.34
343,-3.4581,0.037718,2.15,0.449,0.1801,6934,8331,262213.34
344,-3.0957,0.038368,1.63,0.616,0.1792,6934,8331,262213.34
345,-2.4444,0.037349,2.01,0.163,0.1783,6934,8331,262213.34
346,-6.1975,0.037735,2.22,0.005,0.1774,6934,8331,262213.34
347,-5.3730,0.037999,1.42,0.329,0.1765,6934,8331,262213.34
348,-3.0230,0.037884,2.01,0.312,0.1756,6934,8331,262213.34
349,-5.6695,0.040095,2.43,0.702,0.1748,6934,8331,262213.34
350,-4.0416,0.037660,2.90,0.391,0.1739,6934,8331,262213.34
351,-7.1128,0.038173,2.57,0.527,0.1730,6934,8331,262213.34
352,-5.0701,0.038445,1.79,0.559,0.1721,6934,8331,262213.34
353,-5.0188,0.036971,1.92,0.205,0.1713,6934,8331,262213.34
354,-6.1239,0.037635,1.74,0.422,0.1704,6934,8331,262213.34
355,-3.6404,0.038656,2.27,0.583,0.1696,6934,8331,262213.34
356,-5.0678,0.037354,1.78,0.424,0.1687,6934,8331,262213.34
357,-5.4298,0.037946,1.47,0.422,0.1679,6934,8331,262213.34
358,-5.1964,0.037689,2.39,0.063,0.1670,6934,8331,262213.34
359,-2.6289,0.037182,1.88,0.071,0.1662,6934,8331,262213.34
360,-4.1104,0.037760,2.45,0.425,0.1654,6934,8331,262213.34
361,-4.6632,0.037553,3.15,0.116,0.1646,6934,8331,262213.34
362,-5.5152,0.038368,1.65,0.534,0.1637,6934,8331,262213.34
363,-2.0866,0.040492,2.32,0.910,0.1629,6934,8331,262213.34
364,-6.2719,0.038944,2.44,0.503,0.1621,6934,8331,262213.34
365,-4.0984,0.037283,1.75,0.185,0.1613,6934,8331,262213.34
366,-5.2641,0.037288,2.33,0.168,0.1605,6934,8331,262213.34
367,-7.5340,0.037967,2.19,0.381,0.1597,6934,8331,262213.34
368,-5.2997,0.037333,2.71,0.205,0.1589,6934,8331,262213.34
369,-4.2180,0.037295,2.13,0.348,0.1581,6934,8331,262213.34
370,-3.4643,0.037961,2.87,0.435,0.1573,6934,8331,262213.34
371,-4.6582,0.037248,1.84,0.260,0.1565,6934,8331,262213.34
372,-4.5473,0.037259,2.59,0.222,0.1557,6934,8331,262213.34
373,-3.2115,0.037379,1.72,0.398,0.1549,6934,8331,262213.34
374,-5.7405,0.037158,1.99,0.266,0.1542,6934,8331,262213.34
375,-5.5287,0.037226,2.27,0.373,0.1534,6934,8331,262213.34
